Delegación,semana,mes,medicion
Miguel Hidalgo,18,5,7.98
Gustavo A. Madero,18,5,3.07
Tlalpan,18,5,6.6
Cuauhtémoc,18,5,5.53
Tlalnepantla,18,5,20.42
Ecatepec,18,5,19.96
Cuajimalpa,18,5,18.27
Miguel Hidalgo,18,5,9.52
Tlalpan,18,5,3.07
Tlalpan,18,5,15.96
Milpa Alta,18,5,0.52
Magdalena Contreras,18,5,12.28
Gustavo A. Madero,18,5,1.07
Miguel Hidalgo,19,5,41.45
Gustavo A. Madero,19,5,18.27
Cuauhtémoc,19,5,14.28
Tlalnepantla,19,5,2.61
Ecatepec,19,5,37.92
Cuajimalpa,19,5,19.96
Miguel Hidalgo,19,5,9.82
Nezahualcóyotl,19,5,15.66
Tlalpan,19,5,8.75
Tlalpan,19,5,39.91
Milpa Alta,19,5,6.45
Magdalena Contreras,19,5,14.89
Xochimilco,19,5,3.07
Gustavo A. Madero,19,5,25.33
Miguel Hidalgo,20,5,5.07
Gustavo A. Madero,20,5,3.38
Cuauhtémoc,20,5,4.45
Tlalnepantla,20,5,13.36
Ecatepec,20,5,12.74
Cuajimalpa,20,5,29.17
Miguel Hidalgo,20,5,21.03
Nezahualcóyotl,20,5,6.45
Texcoco,20,5,18.42
Tlalpan,20,5,1.84
Tlalpan,20,5,73.07
Milpa Alta,20,5,12.59
Magdalena Contreras,20,5,1
Xochimilco,20,5,16.43
Miguel Hidalgo,21,5,15.04
Gustavo A. Madero,21,5,43.75
Tlalpan,21,5,25.17
Cuauhtémoc,21,5,36.38
Tlalnepantla,21,5,31.62
Ecatepec,21,5,63.24
Cuajimalpa,21,5,7.21
Miguel Hidalgo,21,5,26.1
Nezahualcóyotl,21,5,33.16
Texcoco,21,5,29.47
Tlalpan,21,5,25.48
Tlalpan,21,5,11.51
Milpa Alta,21,5,7.98
Magdalena Contreras,21,5,38.38
Xochimilco,21,5,24.87
Gustavo A. Madero,21,5,67.08
Miguel Hidalgo,22,5,20.57
Gustavo A. Madero,22,5,57.72
Tlalpan,22,5,33.31
Cuauhtémoc,22,5,33
Tlalnepantla,22,5,10.75
Ecatepec,22,5,38.38
Cuajimalpa,22,5,37.92
Miguel Hidalgo,22,5,27.02
Nezahualcóyotl,22,5,114.52
Texcoco,22,5,57.56
Tlalpan,22,5,35.31
Tlalpan,22,5,17.81
Milpa Alta,22,5,27.94
Magdalena Contreras,22,5,27.63
Xochimilco,22,5,57.1
Gustavo A. Madero,22,5,53.11
Gustavo A. Madero,23,6,33.77
Tlalpan,23,6,15.66
Cuauhtémoc,23,6,32.54
Tlalnepantla,23,6,30.7
Ecatepec,23,6,13.51
Miguel Hidalgo,23,6,23.33
Nezahualcóyotl,23,6,16.89
Texcoco,23,6,29.78
Tlalpan,23,6,31.62
Tlalpan,23,6,81.67
Milpa Alta,23,6,31.01
Magdalena Contreras,23,6,71.53
Xochimilco,23,6,27.94
Gustavo A. Madero,23,6,11.97
Gustavo A. Madero,24,6,7.06
Tlalpan,24,6,26.4
Cuauhtémoc,24,6,11.67
Tlalnepantla,24,6,19.03
Ecatepec,24,6,4.91
Miguel Hidalgo,24,6,16.27
Texcoco,24,6,7.68
Tlalpan,24,6,49.43
Tlalpan,24,6,67.54
Milpa Alta,24,6,15.04
Magdalena Contreras,24,6,135.7
Xochimilco,24,6,16.89
Miguel Hidalgo,25,6,46.36
Gustavo A. Madero,25,6,46.67
Tlalpan,25,6,43.29
Cuauhtémoc,25,6,52.81
Tlalnepantla,25,6,43.6
Ecatepec,25,6,24.87
Cuajimalpa,25,6,132.63
Miguel Hidalgo,25,6,58.03
Nezahualcóyotl,25,6,20.26
Texcoco,25,6,35.31
Tlalpan,25,6,80.44
Tlalpan,25,6,62.02
Milpa Alta,25,6,37.46
Magdalena Contreras,25,6,70.92
Xochimilco,25,6,35.61
Gustavo A. Madero,25,6,45.13
Miguel Hidalgo,26,6,123.11
Gustavo A. Madero,26,6,40.53
Tlalpan,26,6,81.36
Cuauhtémoc,26,6,58.03
Tlalnepantla,26,6,45.74
Ecatepec,26,6,134.78
Miguel Hidalgo,26,6,63.24
Nezahualcóyotl,26,6,40.22
Texcoco,26,6,39.3
Tlalpan,26,6,83.2
Xochimilco,26,6,31.62
Gustavo A. Madero,26,6,36.84
Miguel Hidalgo,27,7,42.37
Gustavo A. Madero,27,7,29.78
Tlalpan,27,7,2.76
Cuauhtémoc,27,7,37.76
Tlalnepantla,27,7,50.96
Ecatepec,27,7,12.59
Miguel Hidalgo,27,7,37.15
Nezahualcóyotl,27,7,13.51
Texcoco,27,7,12.28
Tlalpan,27,7,17.19
Xochimilco,27,7,14.12
Gustavo A. Madero,27,7,18.42
Miguel Hidalgo,28,7,50.35
Gustavo A. Madero,28,7,19.96
Tlalpan,28,7,64.78
Cuauhtémoc,28,7,46.67
Tlalnepantla,28,7,9.52
Ecatepec,28,7,17.81
Cuajimalpa,28,7,180.83
Miguel Hidalgo,28,7,26.71
Nezahualcóyotl,28,7,9.82
Texcoco,28,7,11.05
Tlalpan,28,7,85.35
Tlalpan,28,7,65.39
Magdalena Contreras,28,7,113.29
Xochimilco,28,7,18.11
Gustavo A. Madero,28,7,27.94
Miguel Hidalgo,29,7,72.15
Gustavo A. Madero,29,7,25.48
Tlalpan,29,7,33
Cuauhtémoc,29,7,58.95
Tlalnepantla,29,7,112.98
Ecatepec,29,7,16.89
Cuajimalpa,29,7,40.22
Miguel Hidalgo,29,7,73.38
Nezahualcóyotl,29,7,37.92
Texcoco,29,7,31.62
Tlalpan,29,7,27.94
Tlalpan,29,7,83.51
Magdalena Contreras,29,7,39.91
Xochimilco,29,7,68.16
Gustavo A. Madero,29,7,33.77
Miguel Hidalgo,30,7,66.31
Gustavo A. Madero,30,7,51.73
Tlalpan,30,7,47.89
Cuauhtémoc,30,7,15.04
Tlalnepantla,30,7,24.56
Ecatepec,30,7,17.5
Cuajimalpa,30,7,89.03
Miguel Hidalgo,30,7,39.45
Nezahualcóyotl,30,7,21.18
Texcoco,30,7,35
Tlalpan,30,7,54.96
Tlalpan,30,7,70.15
Magdalena Contreras,30,7,42.21
Xochimilco,30,7,29.47
Gustavo A. Madero,30,7,70.92
Miguel Hidalgo,31,8,70
Gustavo A. Madero,31,8,13.2
Tlalpan,31,8,41.75
Cuauhtémoc,31,8,24.25
Tlalnepantla,31,8,22.72
Ecatepec,31,8,5.53
Cuajimalpa,31,8,93.95
Miguel Hidalgo,31,8,26.1
Nezahualcóyotl,31,8,24.56
Texcoco,31,8,42.06
Tlalpan,31,8,52.81
Tlalpan,31,8,77.06
Milpa Alta,31,8,34.85
Magdalena Contreras,31,8,55.88
Xochimilco,31,8,19.96
Gustavo A. Madero,31,8,15.66
Miguel Hidalgo,32,8,28.25
Gustavo A. Madero,32,8,18.11
Tlalpan,32,8,20.26
Cuauhtémoc,32,8,7.98
Tlalnepantla,32,8,16.27
Ecatepec,32,8,31.93
Cuajimalpa,32,8,38.68
Miguel Hidalgo,32,8,20.26
Nezahualcóyotl,32,8,22.72
Texcoco,32,8,7.68
Tlalpan,32,8,28.55
Tlalpan,32,8,43.29
Milpa Alta,32,8,22.72
Magdalena Contreras,32,8,78.29
Xochimilco,32,8,5.53
Gustavo A. Madero,32,8,13.82
Miguel Hidalgo,33,8,63.24
Gustavo A. Madero,33,8,22.72
Tlalpan,33,8,26.4
Cuauhtémoc,33,8,32.24
Tlalnepantla,33,8,62.94
Ecatepec,33,8,28.25
Cuajimalpa,33,8,62.63
Miguel Hidalgo,33,8,107.76
Tlalpan,33,8,15.35
Tlalpan,33,8,27.02
Milpa Alta,33,8,18.42
Magdalena Contreras,33,8,37.15
Xochimilco,33,8,11.05
Gustavo A. Madero,33,8,16.12
Miguel Hidalgo,34,8,33.46
Gustavo A. Madero,34,8,100.39
Tlalpan,34,8,37.46
Cuauhtémoc,34,8,65.39
Tlalnepantla,34,8,7.06
Ecatepec,34,8,92.72
Cuajimalpa,34,8,16.27
Miguel Hidalgo,34,8,12.28
Tlalpan,34,8,38.38
Tlalpan,34,8,48.51
Milpa Alta,34,8,10.75
Magdalena Contreras,34,8,50.35
Xochimilco,34,8,46.05
Gustavo A. Madero,34,8,77.37
Miguel Hidalgo,35,8,26.71
Gustavo A. Madero,35,8,9.52
Tlalpan,35,8,31.62
Cuauhtémoc,35,8,2.61
Tlalnepantla,35,8,22.72
Ecatepec,35,8,8.6
Cuajimalpa,35,8,109.91
Miguel Hidalgo,35,8,1.54
Texcoco,35,8,23.33
Tlalpan,35,8,89.65
Tlalpan,35,8,70.31
Milpa Alta,35,8,23.03
Magdalena Contreras,35,8,97.94
Xochimilco,35,8,10.13
Gustavo A. Madero,35,8,7.98
Miguel Hidalgo,36,9,7.98
Tlalpan,36,9,6.14
Cuauhtémoc,36,9,28.25
Tlalnepantla,36,9,2.15
Cuajimalpa,36,9,13.2
Miguel Hidalgo,36,9,11.67
Tlalpan,36,9,3.99
Tlalpan,36,9,4.61
Magdalena Contreras,36,9,19.34
Miguel Hidalgo,37,9,48.2
Tlalpan,37,9,50.96
Cuauhtémoc,37,9,7.06
Tlalnepantla,37,9,27.02
Cuajimalpa,37,9,103.46
Nezahualcóyotl,37,9,11.97
Texcoco,37,9,0.92
Tlalpan,37,9,70.92
Tlalpan,37,9,53.42
Milpa Alta,37,9,16.58
Magdalena Contreras,37,9,75.22
Miguel Hidalgo,38,9,62.63
Gustavo A. Madero,38,9,25.17
Tlalpan,38,9,71.53
Cuauhtémoc,38,9,23.95
Tlalnepantla,38,9,62.02
Ecatepec,38,9,21.8
Cuajimalpa,38,9,71.84
Miguel Hidalgo,38,9,21.49
Nezahualcóyotl,38,9,53.11
Texcoco,38,9,21.49
Tlalpan,38,9,81.67
Tlalpan,38,9,73.68
Milpa Alta,38,9,29.17
Magdalena Contreras,38,9,75.83
Xochimilco,38,9,59.56
Gustavo A. Madero,38,9,42.67
Miguel Hidalgo,39,9,6.45
Gustavo A. Madero,39,9,41.45
Tlalpan,39,9,17.19
Cuauhtémoc,39,9,55.57
Tlalnepantla,39,9,3.99
Ecatepec,39,9,34.39
Cuajimalpa,39,9,26.71
Nezahualcóyotl,39,9,42.98
Texcoco,39,9,19.65
Tlalpan,39,9,22.1
Tlalpan,39,9,58.64
Milpa Alta,39,9,24.56
Magdalena Contreras,39,9,58.03
Xochimilco,39,9,1
Gustavo A. Madero,39,9,29.78
Miguel Hidalgo,40,10,21.49
Tlalpan,40,10,2.76
Cuauhtémoc,40,10,0.92
Tlalnepantla,40,10,3.07
Ecatepec,40,10,0.54
Cuajimalpa,40,10,23.64
Tlalpan,40,10,18.73
Tlalpan,40,10,7.06
Milpa Alta,40,10,0.49
Magdalena Contreras,40,10,19.34
Tlalpan,41,10,15.35
Cuauhtémoc,41,10,14.74
Nezahualcóyotl,41,10,0.57
Tlalpan,41,10,9.98
Tlalpan,41,10,31.93
Milpa Alta,41,10,8.29
Magdalena Contreras,41,10,10.44
Xochimilco,41,10,14.43
Tlalnepantla,42,10,0.49
Ecatepec,42,10,0.51
Nezahualcóyotl,42,10,16.58
Texcoco,42,10,0.46
Tlalpan,42,10,0.57
Tlalpan,42,10,44.36
Milpa Alta,42,10,13.82
Xochimilco,42,10,0.52
Miguel Hidalgo,43,10,0.54
Tlalpan,43,10,0.49
Tlalnepantla,43,10,10.44
Ecatepec,43,10,0.46
Cuajimalpa,43,10,0.58
Tlalpan,43,10,5.83
Tlalpan,43,10,0.52
Milpa Alta,43,10,0.57
Xochimilco,43,10,0.49
Gustavo A. Madero,43,10,8.6
Miguel Hidalgo,19,5,3.38
Gustavo A. Madero,19,5,10.13
Tlalpan,19,5,9.82
Cuauhtémoc,19,5,8.75
Tlalnepantla,19,5,23.95
Ecatepec,19,5,1.07
Cuajimalpa,19,5,6.91
Miguel Hidalgo,19,5,4.91
Nezahualcóyotl,19,5,6.14
Texcoco,19,5,12.43
Tlalpan,19,5,7.98
Tlalpan,19,5,22.57
Milpa Alta,19,5,9.06
Magdalena Contreras,19,5,7.06
Xochimilco,19,5,12.13
Gustavo A. Madero,19,5,5.22
Gustavo A. Madero,20,5,7.52
Tlalpan,20,5,1.69
Cuauhtémoc,20,5,9.82
Ecatepec,20,5,8.6
Nezahualcóyotl,20,5,17.65
Texcoco,20,5,13.66
Tlalpan,20,5,8.14
Tlalpan,20,5,2.76
Milpa Alta,20,5,10.59
Xochimilco,20,5,8.6
Gustavo A. Madero,20,5,5.37
Gustavo A. Madero,21,5,0.54
Cuauhtémoc,21,5,1.46
Tlalnepantla,21,5,0.31
Cuajimalpa,21,5,1.54
Texcoco,21,5,0.66
Gustavo A. Madero,21,5,4.76
Miguel Hidalgo,22,5,12.28
Gustavo A. Madero,22,5,15.35
Tlalpan,22,5,19.5
Cuauhtémoc,22,5,15.66
Tlalnepantla,22,5,12.13
Ecatepec,22,5,6.91
Cuajimalpa,22,5,38.07
Miguel Hidalgo,22,5,23.49
Nezahualcóyotl,22,5,10.9
Texcoco,22,5,17.35
Tlalpan,22,5,31.16
Tlalpan,22,5,15.5
Milpa Alta,22,5,11.97
Magdalena Contreras,22,5,52.04
Xochimilco,22,5,10.13
Gustavo A. Madero,22,5,13.97
Miguel Hidalgo,23,6,4.14
Gustavo A. Madero,23,6,1.84
Tlalpan,23,6,9.67
Cuauhtémoc,23,6,0.58
Tlalnepantla,23,6,1.07
Ecatepec,23,6,1
Cuajimalpa,23,6,17.19
Miguel Hidalgo,23,6,5.22
Nezahualcóyotl,23,6,0.31
Texcoco,23,6,2.95
Tlalpan,23,6,13.97
Tlalpan,23,6,17.35
Milpa Alta,23,6,0.78
Magdalena Contreras,23,6,2.61
Xochimilco,23,6,0.95
Gustavo A. Madero,23,6,2.73
Miguel Hidalgo,24,6,26.56
Gustavo A. Madero,24,6,33.31
Tlalpan,24,6,33.92
Cuauhtémoc,24,6,20.26
Tlalnepantla,24,6,66.01
Ecatepec,24,6,25.94
Cuajimalpa,24,6,105.15
Miguel Hidalgo,24,6,18.27
Nezahualcóyotl,24,6,10.28
Texcoco,24,6,27.02
Tlalpan,24,6,52.65
Tlalpan,24,6,118.97
Milpa Alta,24,6,52.19
Magdalena Contreras,24,6,68.31
Xochimilco,24,6,32.08
Gustavo A. Madero,24,6,23.33
Miguel Hidalgo,25,6,44.82
Gustavo A. Madero,25,6,48.51
Tlalpan,25,6,38.68
Cuauhtémoc,25,6,105.15
Tlalnepantla,25,6,21.95
Ecatepec,25,6,41.29
Cuajimalpa,25,6,110.52
Miguel Hidalgo,25,6,52.5
Nezahualcóyotl,25,6,72.76
Texcoco,25,6,40.53
Tlalpan,25,6,57.56
Tlalpan,25,6,34.54
Milpa Alta,25,6,46.21
Magdalena Contreras,25,6,39.6
Xochimilco,25,6,101.47
Gustavo A. Madero,25,6,51.27
Miguel Hidalgo,26,6,89.03
Gustavo A. Madero,26,6,19.65
Tlalpan,26,6,58.03
Cuauhtémoc,26,6,77.67
Tlalnepantla,26,6,86.58
Ecatepec,26,6,33.46
Cuajimalpa,26,6,67.7
Miguel Hidalgo,26,6,45.74
Nezahualcóyotl,26,6,12.59
Texcoco,26,6,23.79
Tlalpan,26,6,79.06
Tlalpan,26,6,29.17
Milpa Alta,26,6,34.69
Magdalena Contreras,26,6,82.59
Xochimilco,26,6,17.81
Gustavo A. Madero,26,6,32.85
Miguel Hidalgo,27,7,87.5
Gustavo A. Madero,27,7,33.46
Tlalpan,27,7,40.99
Cuauhtémoc,27,7,31.47
Tlalnepantla,27,7,31.01
Ecatepec,27,7,23.18
Cuajimalpa,27,7,66.93
Miguel Hidalgo,27,7,54.34
Nezahualcóyotl,27,7,29.93
Texcoco,27,7,3.07
Tlalpan,27,7,45.59
Tlalpan,27,7,64.78
Milpa Alta,27,7,31.93
Magdalena Contreras,27,7,58.79
Xochimilco,27,7,57.72
Gustavo A. Madero,27,7,57.72
Miguel Hidalgo,28,7,47.43
Gustavo A. Madero,28,7,60.17
Tlalpan,28,7,62.32
Cuauhtémoc,28,7,100.39
Tlalnepantla,28,7,89.49
Ecatepec,28,7,58.79
Cuajimalpa,28,7,71.23
Miguel Hidalgo,28,7,80.44
Nezahualcóyotl,28,7,41.14
Texcoco,28,7,41.75
Tlalpan,28,7,62.78
Tlalpan,28,7,81.36
Milpa Alta,28,7,59.87
Magdalena Contreras,28,7,84.12
Xochimilco,28,7,24.56
Gustavo A. Madero,28,7,65.39
Miguel Hidalgo,29,7,15.66
Gustavo A. Madero,29,7,55.57
Tlalpan,29,7,31.01
Cuauhtémoc,29,7,39.14
Tlalnepantla,29,7,30.7
Ecatepec,29,7,54.03
Cuajimalpa,29,7,26.56
Miguel Hidalgo,29,7,0.49
Nezahualcóyotl,29,7,13.97
Texcoco,29,7,24.41
Tlalpan,29,7,44.36
Tlalpan,29,7,85.04
Milpa Alta,29,7,28.09
Magdalena Contreras,29,7,24.1
Xochimilco,29,7,37.15
Gustavo A. Madero,29,7,39.6
Miguel Hidalgo,30,7,20.72
Gustavo A. Madero,30,7,57.56
Tlalpan,30,7,31.93
Cuauhtémoc,30,7,72.92
Tlalnepantla,30,7,44.82
Ecatepec,30,7,44.21
Cuajimalpa,30,7,34.54
Miguel Hidalgo,30,7,52.81
Texcoco,30,7,9.82
Tlalpan,30,7,57.26
Tlalpan,30,7,47.13
Milpa Alta,30,7,29.78
Magdalena Contreras,30,7,24.71
Xochimilco,30,7,17.19
Gustavo A. Madero,30,7,31.93
Miguel Hidalgo,31,7,22.41
Gustavo A. Madero,31,7,8.29
Tlalpan,31,7,16.89
Cuauhtémoc,31,7,3.99
Tlalnepantla,31,7,7.83
Ecatepec,31,7,17.19
Cuajimalpa,31,7,42.83
Miguel Hidalgo,31,7,8.75
Texcoco,31,7,17.5
Tlalpan,31,7,10.44
Tlalpan,31,7,11.05
Milpa Alta,31,7,7.52
Magdalena Contreras,31,7,3.07
Xochimilco,31,7,11.51
Gustavo A. Madero,31,7,13.2
Miguel Hidalgo,32,8,46.67
Gustavo A. Madero,32,8,41.91
Tlalpan,32,8,46.36
Cuauhtémoc,32,8,22.1
Tlalnepantla,32,8,48.05
Ecatepec,32,8,31.47
Cuajimalpa,32,8,75.52
Miguel Hidalgo,32,8,50.81
Nezahualcóyotl,32,8,21.8
Texcoco,32,8,41.75
Tlalpan,32,8,40.22
Tlalpan,32,8,73.07
Milpa Alta,32,8,31.47
Magdalena Contreras,32,8,58.95
Xochimilco,32,8,29.01
Gustavo A. Madero,32,8,29.17
Miguel Hidalgo,33,8,33.46
Gustavo A. Madero,33,8,10.44
Tlalpan,33,8,71.53
Cuauhtémoc,33,8,34.39
Tlalnepantla,33,8,9.67
Ecatepec,33,8,22.41
Cuajimalpa,33,8,39.14
Miguel Hidalgo,33,8,23.79
Nezahualcóyotl,33,8,32.39
Texcoco,33,8,11.36
Tlalpan,33,8,94.41
Tlalpan,33,8,16.27
Milpa Alta,33,8,10.13
Magdalena Contreras,33,8,53.27
Xochimilco,33,8,18.88
Gustavo A. Madero,33,8,12.59
Miguel Hidalgo,34,8,32.7
Gustavo A. Madero,34,8,57.41
Tlalpan,34,8,108.99
Cuauhtémoc,34,8,26.25
Tlalnepantla,34,8,23.79
Ecatepec,34,8,54.96
Cuajimalpa,34,8,88.73
Miguel Hidalgo,34,8,22.26
Nezahualcóyotl,34,8,29.32
Texcoco,34,8,49.43
Tlalpan,34,8,133.24
Tlalpan,34,8,54.34
Milpa Alta,34,8,48.66
Magdalena Contreras,34,8,85.66
Xochimilco,34,8,17.5
Gustavo A. Madero,34,8,38.53
Miguel Hidalgo,35,8,8.9
Gustavo A. Madero,35,8,4.91
Tlalpan,35,8,16.27
Ecatepec,35,8,1.07
Cuajimalpa,35,8,38.07
Nezahualcóyotl,35,8,0.31
Tlalpan,35,8,20.88
Tlalpan,35,8,11.05
Milpa Alta,35,8,0.45
Magdalena Contreras,35,8,26.1
Xochimilco,35,8,4.14
Gustavo A. Madero,35,8,3.53
Miguel Hidalgo,36,9,12.59
Gustavo A. Madero,36,9,8.14
Tlalpan,36,9,31.16
Cuauhtémoc,36,9,2.61
Tlalnepantla,36,9,7.98
Ecatepec,36,9,0.48
Cuajimalpa,36,9,45.44
Miguel Hidalgo,36,9,18.42
Nezahualcóyotl,36,9,4.76
Texcoco,36,9,2.46
Tlalpan,36,9,40.99
Tlalpan,36,9,21.03
Milpa Alta,36,9,6.6
Xochimilco,36,9,19.8
Gustavo A. Madero,36,9,0.31
Miguel Hidalgo,37,9,22.41
Gustavo A. Madero,37,9,43.29
Tlalpan,37,9,40.53
Cuauhtémoc,37,9,69.08
Tlalnepantla,37,9,17.96
Ecatepec,37,9,17.96
Cuajimalpa,37,9,38.07
Miguel Hidalgo,37,9,22.1
Nezahualcóyotl,37,9,31.32
Texcoco,37,9,1.83
Tlalpan,37,9,38.38
Tlalpan,37,9,40.37
Milpa Alta,37,9,27.02
Xochimilco,37,9,37.15
Gustavo A. Madero,37,9,43.14
Miguel Hidalgo,38,9,8.29
Gustavo A. Madero,38,9,10.59
Tlalpan,38,9,8.6
Cuauhtémoc,38,9,1
Tlalnepantla,38,9,5.83
Ecatepec,38,9,2.92
Cuajimalpa,38,9,38.68
Miguel Hidalgo,38,9,10.59
Nezahualcóyotl,38,9,18.11
Texcoco,38,9,15.5
Tlalpan,38,9,13.66
Tlalpan,38,9,17.04
Gustavo A. Madero,38,9,2.15
Miguel Hidalgo,39,9,7.98
Gustavo A. Madero,39,9,28.09
Tlalpan,39,9,23.18
Cuauhtémoc,39,9,47.28
Tlalnepantla,39,9,7.98
Ecatepec,39,9,7.52
Cuajimalpa,39,9,33.77
Miguel Hidalgo,39,9,17.35
Nezahualcóyotl,39,9,67.7
Texcoco,39,9,17.65
Tlalpan,39,9,33.31
Tlalpan,39,9,44.82
Milpa Alta,39,9,27.02
Xochimilco,39,9,9.06
Gustavo A. Madero,39,9,35.61
Miguel Hidalgo,40,10,0.74
Tlalpan,40,10,10.59
Tlalnepantla,40,10,0.58
Cuajimalpa,40,10,21.49
Miguel Hidalgo,40,10,3.22
Nezahualcóyotl,40,10,0.84
Tlalpan,40,10,15.35
Tlalpan,40,10,13.51
Milpa Alta,40,10,3.07
Magdalena Contreras,40,10,8.29
Xochimilco,40,10,8.14
Gustavo A. Madero,41,10,3.84
Tlalpan,41,10,3.68
Cuauhtémoc,41,10,8.44
Ecatepec,41,10,11.51
Nezahualcóyotl,41,10,7.06
Texcoco,41,10,1.07
Tlalpan,41,10,6.29
Tlalpan,41,10,4.45
Milpa Alta,41,10,11.05
Xochimilco,41,10,23.03
Gustavo A. Madero,41,10,2.3
Miguel Hidalgo,43,10,0.94
Tlalpan,43,10,2.15
Tlalpan,43,10,2.15
Tlalpan,43,10,3.38
Miguel Hidalgo,44,10,14.58
Gustavo A. Madero,44,10,2.15
Tlalpan,44,10,11.36
Cuauhtémoc,44,10,6.45
Tlalnepantla,44,10,5.53
Ecatepec,44,10,0.92
Cuajimalpa,44,10,38.22
Miguel Hidalgo,44,10,7.98
Nezahualcóyotl,44,10,3.38
Texcoco,44,10,2.3
Tlalpan,44,10,23.79
Tlalpan,44,10,12.28
Milpa Alta,44,10,21.18
Xochimilco,44,10,18.27
Gustavo A. Madero,44,10,1.38
Miguel Hidalgo,17,4,21.1
Gustavo A. Madero,17,4,11.97
Tlalpan,17,4,2
Cuauhtémoc,17,4,41.9
Tlalnepantla,17,4,4.5
Ecatepec,17,4,7.9
Cuajimalpa,17,4,24.7
Miguel Hidalgo,17,4,24.6
Nezahualcóyotl,17,4,21.3
Texcoco,17,4,20.8
Tlalpan,17,4,1
Tlalpan,17,4,6.1
Milpa Alta,17,4,16.9
Magdalena Contreras,17,4,9
Xochimilco,17,4,36
Gustavo A. Madero,17,4,17.2
Miguel Hidalgo,18,4,28.7
Gustavo A. Madero,18,4,18.3
Tlalpan,18,4,15
Cuauhtémoc,18,4,38.1
Tlalnepantla,18,4,1.2
Ecatepec,18,4,20.8
Cuajimalpa,18,4,6.9
Miguel Hidalgo,18,4,15.2
Nezahualcóyotl,18,4,49
Texcoco,18,4,15.2
Tlalpan,18,4,11.7
Tlalpan,18,4,35.1
Milpa Alta,18,4,32.7
Magdalena Contreras,18,4,10.8
Xochimilco,18,4,26.2
Gustavo A. Madero,18,4,11.4
Miguel Hidalgo,27,7,51.6
Gustavo A. Madero,27,7,4.5
Tlalpan,27,7,17
Cuauhtémoc,27,7,1.5
Tlalnepantla,27,7,52.6
Ecatepec,27,7,6.4
Cuajimalpa,27,7,17.5
Miguel Hidalgo,27,7,26.9
Nezahualcóyotl,27,7,8.7
Texcoco,27,7,1.7
Tlalpan,27,7,24.9
Tlalpan,27,7,17.8
Milpa Alta,27,7,0.3
Magdalena Contreras,27,7,22.5
Xochimilco,27,7,5.2
Gustavo A. Madero,27,7,2.8
Miguel Hidalgo,20,5,10.4
Gustavo A. Madero,20,5,19.1
Tlalpan,20,5,19.3
Cuauhtémoc,20,5,35.1
Tlalnepantla,20,5,17.5
Ecatepec,20,5,17.5
Cuajimalpa,20,5,4
Miguel Hidalgo,20,5,15.2
Nezahualcóyotl,20,5,52.6
Texcoco,20,5,41
Tlalpan,20,5,17.3
Tlalpan,20,5,4.6
Milpa Alta,20,5,54.1
Magdalena Contreras,20,5,4.9
Xochimilco,20,5,32.3
Gustavo A. Madero,20,5,21.1
Miguel Hidalgo,21,5,23.1
Tlalpan,21,5,19.6
Tlalnepantla,21,5,5.3
Cuajimalpa,21,5,1.5
Miguel Hidalgo,21,5,13.5
Nezahualcóyotl,21,5,1.3
Texcoco,21,5,38.4
Tlalpan,21,5,29.2
Tlalpan,21,5,8.6
Magdalena Contreras,21,5,18.3
Miguel Hidalgo,22,5,0.3
Gustavo A. Madero,22,5,0.2
Tlalpan,22,5,18.42
Cuajimalpa,22,5,0.9
Miguel Hidalgo,22,5,4.8
Nezahualcóyotl,22,5,0.8
Texcoco,22,5,0.3
Tlalpan,22,5,1
Xochimilco,22,5,0.2
Gustavo A. Madero,22,5,3
Miguel Hidalgo,14,4,14.2
Gustavo A. Madero,14,4,69
Tlalpan,14,4,6.4
Cuauhtémoc,14,4,87.4
Tlalnepantla,14,4,35
Ecatepec,14,4,24.1
Cuajimalpa,14,4,53.3
Miguel Hidalgo,14,4,16
Nezahualcóyotl,14,4,7.7
Texcoco,14,4,35.7
Tlalpan,14,4,5.3
Tlalpan,14,4,19.8
Milpa Alta,14,4,22.1
Magdalena Contreras,14,4,14
Xochimilco,14,4,23.7
Gustavo A. Madero,14,4,72.9
Miguel Hidalgo,45,11,160.3
Gustavo A. Madero,45,11,49.1
Tlalpan,45,11,79.5
Cuauhtémoc,45,11,68.3
Tlalnepantla,45,11,124
Ecatepec,45,11,59.7
Cuajimalpa,45,11,139.4
Miguel Hidalgo,45,11,200.9
Nezahualcóyotl,45,11,32.9
Texcoco,45,11,24.5
Tlalpan,45,11,68.8
Tlalpan,45,11,100.6
Milpa Alta,45,11,50.5
Magdalena Contreras,45,11,49.9
Xochimilco,45,11,13.3
Gustavo A. Madero,45,11,52.3
Miguel Hidalgo,25,6,36.1
Gustavo A. Madero,25,6,59
Tlalpan,25,6,38.6
Cuauhtémoc,25,6,53.1
Tlalnepantla,25,6,23.1
Ecatepec,25,6,16.1
Cuajimalpa,25,6,57.9
Miguel Hidalgo,25,6,39.3
Nezahualcóyotl,25,6,7.7
Texcoco,25,6,16.6
Tlalpan,25,6,42.9
Tlalpan,25,6,50.8
Milpa Alta,25,6,5.5
Magdalena Contreras,25,6,88.1
Xochimilco,25,6,4.9
Gustavo A. Madero,25,6,107.2
Miguel Hidalgo,26,6,79
Gustavo A. Madero,26,6,29
Tlalpan,26,6,28.9
Cuauhtémoc,26,6,22.4
Tlalnepantla,26,6,39.9
Ecatepec,26,6,21.9
